id,age,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
2704,15,M,U,LE3,A,4,0,teacher,at_home,other,other,2,10,0,no,no,yes,yes,no,yes,yes,yes,1,3,8,2,2,2,2,20
2705,18,M,R,LE3,A,4,2,health,teacher,course,mother,3,1,2,no,yes,yes,yes,yes,no,no,no,1,3,5,5,3,5,25,1.8
2706,16,M,U,LE3,T,3,2,services,at_home,home,other,3,2,3,yes,yes,yes,yes,no,no,no,yes,5,3,6,5,4,5,27,1
2707,15,M,U,LE3,T,1,3,other,health,course,father,4,1,2,yes,yes,yes,no,yes,no,no,no,3,4,5,3,5,5,22,4.9
2708,16,M,U,GT3,T,1,4,health,at_home,home,father,3,1,3,yes,yes,yes,yes,yes,no,no,no,2,3,6,4,2,4,15,11.8
2709,18,F,R,GT3,A,3,0,other,teacher,home,mother,4,1,2,no,yes,no,no,yes,no,no,no,4,4,3,3,3,5,7,7.7
2710,18,M,R,GT3,A,1,4,other,other,other,mother,1,4,0,no,no,yes,yes,yes,no,no,yes,1,3,7,5,3,5,4,16.9
2711,16,M,R,GT3,A,0,3,health,teacher,course,other,1,9,2,yes,no,yes,no,no,no,yes,no,3,5,7,2,1,3,4,20
2712,17,M,R,GT3,T,4,3,teacher,services,course,other,2,5,1,yes,no,yes,yes,no,yes,yes,no,4,3,7,0,5,3,18,15.8
2713,16,M,R,LE3,T,0,2,services,services,home,other,4,1,2,yes,yes,no,no,no,no,no,yes,5,3,8,4,3,5,19,3.1
2714,18,F,U,LE3,T,0,1,health,at_home,course,mother,2,10,1,no,yes,yes,no,yes,yes,yes,yes,3,1,7,1,3,4,2,20
2715,16,F,U,LE3,T,0,0,health,teacher,reputation,other,4,1,3,yes,yes,no,yes,no,yes,no,yes,5,4,7,4,5,4,28,3
2716,17,M,R,LE3,T,3,0,other,teacher,reputation,father,2,2,3,yes,yes,no,yes,yes,yes,no,yes,4,2,5,5,2,4,11,4.9
2717,16,F,U,GT3,T,0,1,health,health,other,father,4,2,2,yes,yes,yes,yes,no,no,no,yes,3,4,6,5,4,5,23,1
2718,17,F,U,GT3,A,2,3,services,other,other,other,4,2,4,no,no,no,yes,no,no,no,no,4,4,7,5,4,4,18,2
2719,17,F,U,LE3,A,1,4,teacher,teacher,course,mother,2,3,0,yes,no,yes,yes,no,yes,no,no,2,5,5,5,4,5,1,17.5
2720,16,F,U,GT3,A,3,0,teacher,at_home,other,father,2,5,1,yes,no,yes,yes,no,yes,yes,yes,4,2,6,4,1,5,5,18.6
2721,16,F,R,LE3,T,2,1,teacher,health,course,mother,3,1,3,yes,yes,no,yes,yes,yes,no,yes,4,3,5,4,5,4,23,9
2722,15,F,U,LE3,A,2,2,services,health,other,father,3,2,2,yes,yes,no,yes,yes,no,no,yes,1,3,8,5,5,5,11,6.5
2723,18,M,R,GT3,A,4,2,other,at_home,reputation,other,3,1,2,yes,yes,no,no,no,yes,no,yes,5,4,5,2,3,1,14,6
2724,17,M,R,GT3,A,4,3,services,at_home,home,other,1,5,0,no,no,yes,no,no,yes,yes,yes,4,1,5,3,4,5,9,14.4
2725,15,M,U,GT3,T,2,0,health,teacher,home,mother,3,1,3,yes,yes,no,yes,yes,no,no,yes,5,4,3,3,3,5,23,1.4
2726,16,M,R,GT3,T,4,4,at_home,teacher,reputation,other,1,5,0,no,no,yes,no,yes,yes,yes,yes,4,2,7,3,5,5,5,17.4
2727,18,M,U,GT3,A,1,0,at_home,health,home,mother,4,1,2,yes,yes,no,no,yes,yes,no,no,3,3,8,5,5,5,11,5.5
2728,15,F,U,GT3,T,1,2,at_home,health,course,mother,3,1,3,yes,yes,yes,yes,yes,yes,no,yes,2,4,6,1,5,4,13,5.6
2729,17,M,U,GT3,T,4,0,teacher,other,course,father,3,1,2,yes,no,yes,yes,yes,yes,yes,yes,5,3,6,3,1,5,5,17.6
2730,15,M,R,LE3,T,0,2,services,health,reputation,father,3,1,2,yes,yes,yes,no,yes,no,no,no,3,4,6,5,5,5,21,0.1
2731,17,F,R,GT3,T,2,1,services,at_home,reputation,other,4,1,1,yes,yes,no,yes,no,no,no,yes,3,3,5,3,3,5,4,9.1
2732,16,F,R,LE3,A,1,1,teacher,at_home,reputation,mother,2,8,0,no,no,yes,no,yes,no,yes,yes,1,2,8,1,2,1,3,20
2733,18,M,U,LE3,T,4,2,health,other,reputation,father,3,2,3,yes,no,no,yes,yes,no,no,no,4,4,8,5,3,5,17,7.3
2734,18,F,U,GT3,A,4,4,at_home,services,home,other,3,5,0,no,yes,yes,no,yes,no,no,no,2,4,8,0,5,3,29,2.5
2735,18,F,U,LE3,A,1,4,at_home,services,home,other,3,1,4,yes,yes,no,yes,no,yes,no,yes,3,4,8,5,3,5,26,1.5
2736,16,F,R,GT3,T,1,0,teacher,at_home,home,father,4,1,2,yes,no,no,no,no,no,no,yes,3,3,5,5,4,5,13,7.7
2737,17,F,U,LE3,T,0,2,at_home,services,course,other,4,1,2,yes,no,yes,yes,no,no,no,no,3,4,5,4,4,4,20,1.8
2738,16,M,U,LE3,T,4,3,other,services,other,father,2,5,0,no,no,yes,no,no,no,yes,no,5,4,8,0,3,0,1,20
2739,18,F,R,LE3,A,4,4,services,other,course,mother,2,5,1,yes,yes,yes,no,yes,no,no,no,3,4,5,3,5,5,24,0.5
2740,16,M,R,GT3,A,3,4,at_home,health,other,other,4,5,1,yes,yes,no,yes,yes,yes,no,yes,4,3,9,0,3,1,19,9.1
2741,16,M,R,LE3,A,0,1,at_home,health,reputation,mother,2,4,0,no,no,yes,no,yes,yes,yes,yes,4,3,5,3,4,4,0,16.6
2742,16,F,U,LE3,A,1,4,other,services,reputation,father,2,6,1,no,no,yes,no,yes,no,yes,no,1,1,7,1,5,3,9,16.7
2743,17,F,U,LE3,A,1,4,health,teacher,home,mother,1,9,0,yes,no,yes,yes,no,no,yes,no,4,5,6,4,4,5,0,20
2744,15,F,U,GT3,A,2,4,health,other,home,father,1,1,2,yes,no,yes,no,no,no,yes,no,3,3,7,5,4,5,9,12.6
2745,15,M,R,LE3,A,1,2,other,services,other,other,2,10,1,no,no,yes,no,yes,yes,yes,yes,2,1,8,3,3,4,4,20
2746,16,F,R,GT3,T,4,2,health,teacher,other,other,2,3,0,no,no,yes,no,no,no,yes,no,2,2,6,3,3,4,26,16
2747,15,F,R,LE3,A,1,1,teacher,teacher,home,other,4,2,3,yes,yes,yes,yes,no,no,no,yes,1,4,7,5,5,5,23,0.3
2748,15,F,R,LE3,A,4,0,other,other,reputation,mother,2,5,1,no,no,yes,no,yes,yes,yes,yes,2,3,6,3,5,5,10,16.9
2749,16,F,U,LE3,A,4,4,services,health,home,mother,1,5,0,yes,no,yes,yes,no,yes,yes,no,2,1,6,3,2,4,6,14.8
2750,16,F,U,GT3,A,0,0,services,at_home,reputation,mother,2,1,2,yes,yes,no,no,yes,yes,no,yes,4,2,9,4,4,5,11,4.5
2751,18,M,U,LE3,T,1,2,services,teacher,reputation,father,2,6,1,yes,no,yes,yes,no,yes,yes,yes,5,4,8,1,2,4,6,16.4
2752,15,F,U,LE3,A,0,4,at_home,at_home,course,other,4,2,3,no,yes,yes,no,yes,no,no,yes,2,4,7,4,5,4,20,7.5
2753,17,F,U,LE3,A,4,0,other,at_home,course,mother,3,1,3,yes,yes,no,yes,yes,yes,no,no,4,3,4,2,2,4,8,12.7
2754,16,F,U,LE3,T,1,0,other,other,other,father,2,10,0,yes,no,yes,no,yes,no,yes,no,5,2,6,4,4,4,4,20
2755,18,M,U,GT3,T,1,3,health,health,reputation,mother,1,4,1,yes,no,yes,no,yes,yes,yes,no,2,1,6,3,1,4,0,18.1
2756,17,F,U,LE3,A,0,2,other,other,home,father,3,2,2,yes,yes,no,yes,yes,no,no,yes,5,4,5,5,5,5,20,4
2757,15,M,R,LE3,A,0,1,other,teacher,reputation,other,3,1,2,yes,yes,yes,no,no,no,no,yes,5,4,7,4,5,5,29,3
2758,18,M,R,LE3,A,4,1,health,health,other,mother,3,1,4,yes,yes,no,no,yes,no,no,no,3,3,7,5,3,5,26,1
2759,16,F,U,LE3,A,4,3,other,services,reputation,other,4,5,1,yes,yes,no,no,yes,yes,no,no,3,4,5,0,2,0,13,13.5
2760,17,F,R,GT3,A,1,0,other,health,reputation,mother,4,1,0,yes,yes,yes,yes,no,no,no,yes,4,3,3,4,3,4,27,1.8
2761,16,F,U,LE3,A,1,3,teacher,other,other,father,1,1,2,no,no,no,yes,no,yes,no,yes,2,5,6,4,5,5,18,20
2762,15,M,U,LE3,T,3,3,health,other,reputation,other,1,5,1,no,yes,yes,no,no,no,yes,yes,2,4,6,0,4,2,2,20
2763,17,M,R,GT3,T,3,2,teacher,at_home,course,mother,4,1,4,yes,yes,yes,yes,no,no,no,no,4,4,6,4,3,4,29,6
2764,15,M,U,LE3,A,2,4,at_home,services,other,mother,2,5,1,yes,no,yes,no,yes,yes,yes,no,1,5,6,5,1,4,4,18.4
2765,15,M,U,LE3,A,4,0,health,health,course,other,1,6,1,yes,no,yes,yes,yes,yes,yes,no,4,2,8,4,4,4,0,17.9
2766,18,M,U,LE3,A,2,1,other,services,other,father,3,1,4,yes,yes,no,yes,no,yes,no,yes,5,4,5,5,3,4,28,1
2767,16,M,U,GT3,T,2,1,other,at_home,reputation,other,1,1,3,yes,yes,no,yes,no,no,no,no,5,2,7,5,5,4,23,5
2768,17,F,U,LE3,A,0,3,teacher,services,course,mother,3,2,2,yes,yes,no,no,no,yes,no,yes,3,4,5,4,5,4,24,2.1
2769,15,F,U,GT3,T,0,3,teacher,services,course,other,1,6,1,no,no,yes,no,yes,no,yes,no,2,3,8,1,5,5,9,15.8
2770,15,M,U,GT3,T,3,3,at_home,health,home,other,3,5,1,yes,yes,no,yes,yes,no,no,yes,5,4,5,0,4,3,19,4.1
2771,17,F,R,GT3,A,2,0,at_home,services,course,father,4,1,1,yes,yes,no,yes,no,yes,no,yes,3,4,6,3,3,5,16,8.1
2772,15,F,R,GT3,T,3,3,other,at_home,course,father,2,5,1,no,no,yes,yes,no,no,yes,yes,4,1,8,3,1,4,1,18.5
2773,18,M,U,GT3,A,4,3,services,teacher,reputation,other,3,5,1,yes,no,yes,yes,yes,no,no,yes,5,3,9,0,3,3,27,0.7
2774,18,M,R,GT3,T,1,4,at_home,teacher,course,father,2,1,4,yes,yes,yes,no,yes,no,no,yes,4,5,7,4,5,5,22,3
2775,18,F,U,GT3,A,0,0,other,other,course,father,2,1,3,no,no,yes,yes,no,yes,no,no,5,5,6,4,4,5,16,6
2776,18,M,U,LE3,A,4,2,at_home,teacher,course,mother,3,2,4,yes,yes,no,yes,yes,yes,no,no,5,3,9,5,5,4,18,0
2777,15,M,U,LE3,T,4,2,health,health,reputation,father,3,1,3,yes,yes,no,yes,no,yes,no,no,5,4,9,4,3,5,27,6
2778,17,F,U,GT3,T,0,4,teacher,other,other,other,4,1,2,yes,yes,no,yes,no,yes,no,no,3,3,5,2,1,1,6,0.6
2779,17,M,R,GT3,T,0,1,other,teacher,reputation,other,1,2,2,no,no,yes,no,no,no,no,no,1,1,8,4,5,4,19,14
2780,17,F,R,GT3,A,2,2,at_home,teacher,course,mother,4,2,3,yes,yes,no,no,yes,yes,no,yes,3,3,6,4,5,5,12,6
2781,17,F,R,GT3,T,3,0,teacher,other,other,mother,4,1,2,yes,no,no,no,yes,no,no,no,3,3,6,4,3,5,13,5.5
2782,16,F,R,GT3,T,4,1,services,health,reputation,mother,3,1,2,yes,no,no,no,yes,no,no,no,4,3,8,5,4,5,11,5
2783,17,F,U,GT3,A,2,3,at_home,other,reputation,other,3,1,3,yes,yes,no,yes,no,yes,no,yes,5,3,5,5,5,4,12,3
2784,16,F,R,LE3,A,2,0,other,health,other,other,4,1,3,no,yes,no,no,no,yes,no,no,4,4,8,5,4,5,14,3
2785,16,M,U,LE3,T,4,1,health,health,home,father,3,1,2,no,yes,no,no,no,yes,no,no,2,4,4,4,5,5,25,2.1
2786,18,M,U,GT3,T,4,2,teacher,at_home,course,mother,1,2,4,yes,no,no,yes,no,no,no,yes,4,5,9,3,5,4,29,5
2787,16,M,R,GT3,T,1,3,teacher,teacher,home,father,4,1,3,yes,yes,no,no,no,no,no,yes,5,3,5,4,4,5,3,3.8
2788,15,M,U,GT3,A,3,3,health,teacher,course,father,2,5,0,no,no,yes,no,no,yes,yes,yes,1,4,9,0,4,3,0,20
2789,16,F,R,LE3,A,4,0,other,services,course,other,4,2,4,yes,yes,yes,no,no,no,no,no,4,3,9,5,4,5,23,9
2790,18,F,R,GT3,T,0,3,services,other,home,father,2,7,0,no,no,yes,no,no,no,yes,no,1,5,7,4,1,4,3,20
2791,16,M,R,LE3,A,1,1,health,at_home,home,mother,3,1,2,yes,yes,no,no,yes,no,no,yes,4,3,5,5,5,4,27,4
2792,15,F,R,LE3,T,3,4,services,teacher,course,mother,2,5,1,no,no,no,no,no,no,no,no,5,2,7,3,4,4,24,13.6
2793,15,M,R,LE3,T,0,2,other,services,other,other,2,1,3,yes,yes,no,yes,no,yes,no,no,4,3,9,5,5,4,11,8.7
2794,15,M,U,GT3,A,0,0,at_home,at_home,other,other,4,1,2,yes,yes,yes,yes,no,no,no,no,5,3,5,4,5,5,20,6.8
2795,18,M,R,GT3,T,3,4,at_home,health,home,other,2,5,1,no,no,yes,yes,yes,yes,yes,yes,3,3,5,3,4,4,5,18.3
2796,18,F,R,LE3,T,1,4,other,teacher,home,mother,1,2,3,yes,no,yes,yes,yes,no,no,no,3,5,8,4,5,4,21,5
2797,17,F,U,LE3,A,0,0,services,other,reputation,other,4,1,3,yes,yes,no,no,no,no,no,yes,4,4,8,5,3,4,24,1
2798,18,F,R,LE3,T,2,1,health,at_home,other,mother,1,5,1,yes,yes,yes,no,yes,no,yes,no,4,4,5,4,2,4,2,14.9
2799,15,F,R,LE3,T,3,2,other,services,other,father,4,2,4,no,yes,no,no,no,no,no,no,5,4,8,5,4,4,27,4
2800,15,M,U,GT3,A,3,0,other,other,course,other,2,7,2,no,no,no,no,yes,yes,no,yes,5,2,9,4,4,5,5,20
2801,18,F,U,LE3,T,4,4,at_home,health,reputation,other,3,5,1,yes,yes,no,no,yes,yes,no,yes,5,4,7,0,2,1,15,7.3
2802,16,F,R,GT3,T,1,4,health,other,course,other,4,1,4,yes,yes,no,yes,no,yes,no,yes,3,4,9,5,5,5,11,7.5
2803,18,F,U,LE3,A,2,0,at_home,services,reputation,mother,3,2,4,yes,yes,yes,yes,yes,yes,no,yes,4,4,7,5,4,5,12,2
2804,18,M,R,GT3,A,2,4,services,health,other,father,3,1,3,yes,yes,no,yes,no,yes,no,no,4,3,6,1,2,5,8,13.5
2805,15,M,U,LE3,A,4,0,services,services,course,other,4,2,3,yes,yes,yes,no,no,no,no,no,5,4,6,5,4,4,23,5
2806,17,F,R,GT3,T,0,0,teacher,teacher,reputation,father,3,1,3,yes,yes,no,yes,yes,yes,no,no,1,3,9,5,3,5,22,0.8
2807,15,F,R,GT3,A,0,2,other,services,course,other,2,1,0,no,no,yes,no,yes,no,yes,no,3,1,8,4,2,5,3,15.8
2808,17,F,R,GT3,T,2,0,health,other,reputation,mother,1,10,1,no,no,yes,yes,no,yes,no,yes,1,2,9,1,4,3,4,20
2809,15,F,U,LE3,A,1,4,health,teacher,home,father,3,1,2,no,yes,no,yes,no,no,no,yes,2,4,5,5,5,4,22,2.3
2810,18,M,R,GT3,T,0,3,at_home,teacher,course,father,3,2,2,yes,yes,no,no,no,yes,no,no,4,3,8,5,5,5,26,3
2811,15,F,U,LE3,T,3,2,at_home,at_home,home,other,4,1,1,yes,yes,yes,yes,no,no,no,no,5,4,4,5,3,5,21,2.9
2812,15,F,R,GT3,A,4,4,health,other,reputation,father,1,5,1,no,no,yes,no,yes,yes,yes,yes,5,2,6,0,3,1,10,17
2813,15,F,R,GT3,T,1,4,at_home,other,course,mother,2,2,1,yes,no,yes,yes,yes,yes,yes,no,3,5,6,2,3,3,4,20
2814,18,M,R,LE3,T,0,2,teacher,health,reputation,father,4,1,4,no,yes,yes,no,no,no,no,no,5,3,5,5,4,4,24,1.4
2815,18,M,R,GT3,A,2,2,other,services,reputation,father,4,2,4,no,yes,no,yes,no,no,no,yes,2,3,5,5,1,5,11,8.1
2816,18,F,R,GT3,T,4,4,teacher,services,home,father,3,5,0,yes,no,yes,no,no,no,yes,yes,2,3,8,3,1,5,4,20
2817,18,F,U,LE3,T,0,3,services,other,course,father,3,2,3,no,yes,yes,yes,no,no,no,yes,3,4,7,4,5,5,28,2.6
2818,17,F,U,GT3,T,2,1,health,services,other,other,4,1,2,yes,yes,yes,no,no,no,no,yes,4,3,7,4,3,5,28,9
2819,17,F,U,GT3,A,0,4,teacher,other,reputation,other,3,2,4,yes,yes,yes,yes,no,no,no,no,5,3,9,4,3,4,21,7
2820,16,F,R,GT3,A,4,2,teacher,teacher,home,father,3,1,3,yes,no,yes,no,no,no,no,no,5,4,4,5,3,5,25,0
2821,18,M,R,GT3,A,3,0,at_home,services,other,father,2,6,0,no,no,yes,no,yes,yes,yes,no,3,2,7,2,3,1,13,18.8
2822,17,M,U,LE3,A,3,0,at_home,services,home,mother,3,1,2,yes,yes,yes,yes,yes,no,no,no,3,4,5,5,5,5,26,1.7
2823,15,M,R,GT3,A,2,2,at_home,other,home,other,4,2,4,yes,yes,yes,no,no,no,no,no,5,3,5,5,3,4,29,8
2824,18,F,R,GT3,A,3,2,services,other,home,other,3,1,4,yes,yes,yes,no,yes,no,no,no,5,4,9,4,4,4,22,5
2825,16,M,R,GT3,A,4,1,teacher,health,reputation,other,2,3,0,yes,no,yes,no,no,yes,yes,yes,1,1,6,1,4,3,1,18.4
2826,16,M,U,GT3,A,2,2,other,services,other,father,1,10,0,yes,no,yes,no,yes,yes,yes,yes,2,4,8,3,4,5,4,20
2827,16,M,U,GT3,T,0,0,at_home,at_home,reputation,other,2,2,2,no,yes,no,no,no,no,no,no,5,1,8,5,5,5,21,1.7
2828,15,F,U,GT3,T,1,3,services,other,reputation,mother,4,2,4,yes,yes,no,yes,no,yes,no,yes,3,4,7,4,3,4,14,8.1
2829,17,F,U,GT3,T,0,2,services,at_home,course,mother,1,8,0,yes,no,no,yes,no,yes,yes,yes,1,5,6,5,2,5,2,20
2830,15,M,U,GT3,T,4,1,at_home,teacher,other,mother,1,2,4,yes,yes,yes,yes,yes,yes,no,yes,4,2,7,4,5,4,19,6.2
2831,18,F,R,LE3,A,2,3,health,teacher,course,mother,4,2,2,yes,yes,yes,no,yes,no,no,yes,3,4,6,5,4,4,27,2.22E-16
2832,16,M,R,LE3,T,0,1,teacher,at_home,home,mother,4,1,4,yes,yes,no,no,yes,no,no,yes,3,4,9,5,1,4,13,7.3
2833,15,M,R,LE3,T,2,3,at_home,teacher,other,other,3,2,4,no,yes,no,no,no,no,no,yes,1,3,7,4,4,5,17,6.6
2834,15,M,R,LE3,T,3,2,other,at_home,other,father,2,6,1,no,no,yes,no,yes,yes,no,yes,3,5,7,2,3,2,6,17.2
2835,17,M,U,GT3,T,1,0,teacher,health,reputation,father,2,2,0,yes,no,yes,no,no,yes,yes,yes,4,1,6,3,2,4,1,15.9
2836,17,F,U,GT3,T,4,3,services,health,home,father,3,5,1,yes,no,yes,yes,no,no,no,yes,5,4,6,0,3,1,13,8.9
2837,16,F,R,LE3,A,0,4,other,teacher,reputation,father,3,1,2,no,yes,no,no,no,yes,no,yes,5,3,6,3,3,4,10,12.1
2838,15,F,U,LE3,A,1,1,teacher,at_home,course,other,1,2,3,yes,yes,no,yes,yes,no,no,yes,5,5,8,5,2,5,11,5.1
2839,15,F,R,LE3,T,4,3,other,at_home,home,other,1,5,0,yes,no,yes,yes,yes,yes,yes,yes,3,5,6,0,5,2,1,19.5
2840,17,M,R,GT3,T,4,1,services,at_home,reputation,other,3,2,2,yes,yes,no,no,yes,yes,no,no,5,4,8,4,2,4,13,3
2841,15,F,R,GT3,T,3,0,at_home,teacher,reputation,mother,4,2,3,yes,yes,yes,no,yes,no,no,no,4,3,6,5,4,4,20,2
2842,15,M,R,LE3,T,2,1,other,at_home,reputation,father,1,9,0,no,no,yes,yes,yes,yes,yes,no,3,2,10,4,1,4,4,20
2843,15,F,U,LE3,A,2,1,at_home,other,home,other,1,8,0,no,no,yes,yes,yes,yes,yes,yes,4,4,10,1,4,5,5,20
2844,17,F,R,LE3,T,1,4,services,at_home,course,other,2,8,0,yes,no,yes,no,no,no,yes,yes,4,5,8,4,1,4,1,20
2845,16,F,U,LE3,A,3,1,services,other,other,other,2,2,4,no,no,yes,no,no,yes,no,no,2,2,5,5,1,4,13,20
2846,18,M,R,LE3,T,4,3,other,health,reputation,father,3,5,0,yes,yes,no,yes,yes,yes,no,no,3,4,4,0,2,3,14,10.5
2847,16,M,R,GT3,A,3,1,other,other,home,father,1,2,3,yes,no,yes,yes,no,no,no,no,5,3,8,5,5,5,29,0.4
2848,18,M,R,LE3,A,3,2,services,health,other,mother,3,1,2,yes,no,yes,yes,no,no,no,no,5,4,8,4,5,4,29,4
2849,15,M,R,GT3,A,1,1,other,teacher,reputation,mother,4,1,2,yes,yes,no,yes,no,no,no,yes,3,3,4,4,1,5,8,12.9
2850,16,F,U,LE3,T,2,2,other,health,home,mother,1,1,3,yes,yes,no,yes,yes,no,no,no,5,5,6,4,3,5,17,4
2851,18,M,R,LE3,T,3,1,other,health,course,father,3,1,2,yes,yes,no,no,yes,no,no,yes,3,4,6,5,3,5,16,11.8
2852,17,M,U,GT3,A,3,1,other,at_home,reputation,mother,3,2,2,yes,yes,no,no,yes,yes,no,no,3,4,9,4,5,4,19,5.1
2853,17,F,R,LE3,T,3,3,teacher,services,home,mother,2,5,1,no,no,yes,no,no,no,yes,yes,5,3,9,0,2,1,1,19
2854,16,F,R,GT3,T,0,2,services,health,reputation,other,4,1,2,yes,yes,yes,yes,yes,no,no,no,4,3,5,5,4,5,22,0
2855,16,M,R,GT3,A,3,2,services,other,home,father,1,1,1,yes,no,yes,no,no,yes,yes,yes,4,2,8,4,3,5,3,14.6
2856,15,F,U,LE3,T,3,4,health,teacher,course,mother,3,5,0,yes,yes,no,no,yes,no,no,no,4,3,7,0,3,2,15,8.2
2857,16,M,R,LE3,A,4,1,at_home,other,course,mother,2,7,1,yes,no,yes,no,no,no,yes,no,4,1,7,2,5,4,1,20
2858,15,F,R,GT3,T,0,1,health,teacher,home,father,4,1,0,yes,yes,no,yes,yes,yes,no,no,4,4,4,4,5,5,25,0.4
2859,15,M,R,GT3,T,3,3,other,other,other,mother,1,5,0,yes,yes,yes,no,no,yes,no,no,3,3,5,3,3,4,20,4.9
2860,17,M,R,LE3,A,3,4,other,health,course,father,4,5,1,yes,no,no,no,no,no,no,no,1,4,5,0,4,1,12,4.6
2861,17,M,R,GT3,A,1,4,teacher,services,reputation,father,3,2,2,yes,yes,yes,yes,no,no,no,no,5,3,6,4,4,5,24,3
2862,18,M,U,LE3,A,1,3,teacher,health,course,father,3,1,2,no,yes,no,no,yes,no,no,no,2,4,6,1,2,5,13,7.1
2863,17,M,U,GT3,A,0,2,teacher,at_home,reputation,mother,3,2,3,yes,yes,yes,yes,yes,no,no,yes,4,4,9,4,3,5,19,9
2864,17,F,R,LE3,T,4,0,teacher,other,course,mother,3,1,3,yes,yes,yes,yes,no,no,no,no,3,4,3,5,3,4,26,2.3
2865,16,M,R,GT3,T,0,3,teacher,services,course,mother,2,4,1,no,no,no,yes,yes,no,yes,no,2,3,9,2,3,5,0,20
2866,17,M,U,GT3,T,0,2,teacher,other,reputation,father,4,2,2,yes,yes,no,yes,yes,no,no,yes,4,4,8,5,5,4,23,4
2867,18,M,R,LE3,A,1,4,teacher,at_home,course,mother,1,1,2,yes,no,yes,yes,yes,yes,no,yes,2,4,9,5,4,4,23,20
2868,16,M,U,GT3,T,1,3,teacher,at_home,reputation,other,4,2,2,yes,yes,no,no,yes,yes,no,yes,3,4,9,4,3,4,13,8.3
2869,18,M,R,GT3,T,4,0,teacher,at_home,reputation,father,2,4,0,yes,no,yes,no,no,no,yes,yes,2,5,6,2,4,1,9,13.5
2870,17,F,R,GT3,T,3,1,services,health,course,mother,1,2,1,yes,no,yes,no,no,yes,yes,no,3,1,6,1,4,4,9,12.7
2871,18,F,U,GT3,A,4,3,teacher,health,course,father,4,5,1,no,yes,yes,no,no,no,no,no,1,3,6,0,5,3,20,6.1
2872,16,M,R,GT3,A,3,0,at_home,services,reputation,mother,3,2,4,yes,no,yes,yes,no,no,no,yes,5,4,8,4,3,5,29,7
2873,15,F,U,GT3,T,2,0,teacher,at_home,home,father,1,1,1,no,no,yes,no,no,yes,yes,yes,1,2,5,1,5,5,7,10.9
2874,18,M,U,GT3,T,1,3,other,health,course,other,1,2,2,no,no,yes,no,no,no,no,no,4,2,5,4,4,4,29,9
2875,18,F,U,LE3,A,2,2,other,teacher,other,father,2,9,1,no,no,yes,yes,no,no,yes,no,4,3,9,1,5,4,0,20
2876,16,F,R,GT3,A,2,3,teacher,teacher,course,father,4,1,1,yes,yes,no,yes,yes,no,no,no,5,4,5,4,4,4,17,7
2877,16,M,U,GT3,A,1,4,teacher,health,home,father,3,1,4,yes,yes,no,yes,no,no,no,yes,4,4,8,4,3,4,29,6
2878,18,F,U,LE3,A,2,0,other,services,home,mother,1,3,2,yes,yes,no,no,no,yes,no,yes,4,1,7,2,1,4,15,4
2879,17,F,R,GT3,T,0,0,at_home,other,course,father,4,1,2,yes,yes,no,yes,no,yes,no,yes,4,3,7,4,3,5,19,0
2880,18,M,R,GT3,A,3,1,health,at_home,course,mother,1,7,1,yes,no,yes,yes,yes,yes,no,no,5,3,8,3,1,5,2,20
2881,16,M,R,LE3,T,4,0,services,health,other,father,3,1,4,yes,yes,yes,yes,yes,no,no,yes,3,3,5,4,1,4,13,4.8
2882,15,F,R,GT3,A,1,1,other,services,course,mother,2,10,2,no,no,yes,yes,no,yes,yes,yes,2,1,7,1,5,3,2,20
2883,15,F,R,GT3,T,0,0,teacher,other,home,mother,3,1,2,yes,no,yes,no,no,no,no,no,5,4,2,3,5,4,27,3.7
2884,17,F,R,LE3,T,4,0,services,services,other,mother,2,5,1,yes,no,yes,no,yes,yes,yes,yes,5,4,8,5,3,5,8,16.4
2885,18,M,U,LE3,A,4,3,teacher,other,course,mother,1,5,0,no,no,yes,yes,yes,no,yes,no,1,3,9,0,3,1,8,18.1
2886,15,F,R,GT3,T,4,3,health,teacher,other,father,4,5,1,yes,yes,yes,no,no,no,no,no,5,4,5,3,4,5,23,3
2887,18,F,U,GT3,T,2,4,health,other,other,father,2,8,1,yes,no,yes,no,no,yes,yes,no,4,3,10,4,3,4,10,20
2888,16,F,R,LE3,T,2,2,other,teacher,home,mother,1,9,1,yes,no,yes,yes,no,no,yes,yes,4,3,9,4,5,4,6,20
2889,15,M,U,GT3,A,2,4,services,at_home,home,mother,4,1,3,yes,yes,no,yes,no,yes,no,no,5,3,9,5,1,5,13,7
2890,17,M,U,LE3,A,2,0,services,health,reputation,mother,3,1,3,no,yes,no,no,no,no,no,no,4,4,7,4,1,5,13,5
2891,16,M,R,LE3,A,0,4,health,teacher,home,other,3,1,4,yes,yes,no,yes,no,yes,no,no,3,4,5,4,4,5,23,1.8
2892,17,M,R,LE3,T,2,3,teacher,services,reputation,other,3,1,3,no,yes,yes,no,no,yes,no,no,3,3,5,1,1,2,10,9.8
2893,16,F,U,GT3,T,1,0,other,other,home,father,2,3,0,yes,no,yes,yes,yes,yes,yes,no,3,5,6,3,1,5,3,19.4
2894,15,M,R,LE3,T,4,0,at_home,services,home,other,3,1,3,no,yes,no,no,no,yes,yes,yes,2,4,5,4,1,4,6,6.3
